login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
ValaxyTech,ValaxyTech/twittertrend,2023-02-08T05:38:52Z,0,0,Java,True,True,
ValaxyTech,ValaxyTech/valaxy1101,2018-12-19T04:26:40Z,1,1,,True,True,
techiescamp,techiescamp/ansible-playbook-examples,2023-02-21T17:06:12Z,5,5,,True,True,
techiescamp,techiescamp/argocd-guide,2024-04-25T10:14:39Z,2,2,,True,True,
techiescamp,techiescamp/aws-cli,2022-11-24T11:37:30Z,4,4,,True,True,
techiescamp,techiescamp/aws-cloudwatch-agent,2023-02-20T05:51:57Z,4,4,,True,True,
techiescamp,techiescamp/aws-devops,2023-09-05T12:11:36Z,9,9,,True,True,
techiescamp,techiescamp/cka-certification-guide,2024-04-15T11:00:36Z,11,11,,True,True,mit
techiescamp,techiescamp/cks-exam-preparation-guide,2024-08-02T12:25:41Z,0,0,,True,True,
techiescamp,techiescamp/consul-demo,2023-02-07T09:44:04Z,3,3,,True,True,
techiescamp,techiescamp/devops-challenges,2024-03-24T05:03:08Z,3,3,,True,True,
techiescamp,techiescamp/devops-kit,2022-07-27T10:39:37Z,5,5,,True,True,
techiescamp,techiescamp/devops-projects,2023-02-11T09:02:38Z,1126,1126,HCL,True,True,
techiescamp,techiescamp/devops-roadmap,2023-06-08T12:14:31Z,18,18,,True,True,
techiescamp,techiescamp/devops-tools,2023-08-01T17:03:31Z,598,598,,True,True,
techiescamp,techiescamp/docker-image-examples,2022-10-11T10:07:13Z,16,16,JavaScript,True,True,
techiescamp,techiescamp/docker-init,2024-04-27T11:52:02Z,0,0,Go,True,True,
techiescamp,techiescamp/eksctl,2021-10-31T09:56:58Z,7,7,,True,True,
techiescamp,techiescamp/fck-nat,2024-09-02T11:12:01Z,1,1,,True,True,mit
techiescamp,techiescamp/gitlab-tutorial,2023-08-17T04:24:05Z,3,3,HCL,True,True,
techiescamp,techiescamp/hadolint-examples,2023-10-01T05:25:56Z,2,2,,True,True,
techiescamp,techiescamp/helm-tutorial,2022-12-12T10:53:18Z,21,21,,True,True,
techiescamp,techiescamp/how-to-mlops,2021-11-06T03:07:25Z,75,75,,True,True,
techiescamp,techiescamp/java-demo,2022-11-10T16:18:37Z,4,4,,True,True,
techiescamp,techiescamp/java-spring-petclinic,2023-03-01T10:51:21Z,10,10,CSS,True,False,apache-2.0
techiescamp,techiescamp/jenkins-course,2024-08-05T09:39:37Z,2,2,HCL,True,True,
techiescamp,techiescamp/jenkins-pipelines,2023-04-26T10:10:56Z,3,3,,True,True,
techiescamp,techiescamp/jenkins-shared-library,2019-05-18T07:01:07Z,36,36,Groovy,True,True,
techiescamp,techiescamp/kubeadm-scripts,2021-05-10T11:06:51Z,208,208,Shell,True,True,
techiescamp,techiescamp/kubernetes-certification-guide,2022-09-09T08:52:37Z,29,29,Shell,True,True,
techiescamp,techiescamp/kubernetes-course,2023-04-14T06:00:36Z,4,4,,True,True,
techiescamp,techiescamp/kubernetes-examples,2023-12-04T10:25:50Z,3,3,,True,True,
sachinchoolur,sachinchoolur/angular-flash,2015-01-01T19:41:50Z,262,262,JavaScript,True,True,mit
sachinchoolur,sachinchoolur/angular-trix,2015-12-09T14:30:17Z,328,328,JavaScript,True,True,mit
sachinchoolur,sachinchoolur/Awesome-Black-Friday-Cyber-Monday,2023-11-22T06:28:38Z,0,0,,True,True,
sachinchoolur,sachinchoolur/Awesome-Black-Friday-Cyber-Monday-deals,2021-11-23T07:57:58Z,0,0,,True,True,
sachinchoolur,sachinchoolur/awesome-electron,2016-06-07T08:12:31Z,0,0,,True,False,
sachinchoolur,sachinchoolur/awesome-react-components,2021-05-20T08:18:01Z,2,2,,True,True,cc0-1.0
sachinchoolur,sachinchoolur/Black-Friday-Deals,2023-11-24T09:59:10Z,0,0,Swift,True,False,mit
sachinchoolur,sachinchoolur/clipboard.js,2018-03-03T07:10:17Z,1,1,JavaScript,True,True,
sachinchoolur,sachinchoolur/eslint-config-erb,2021-01-30T04:09:46Z,0,0,JavaScript,True,True,mit
sachinchoolur,sachinchoolur/explore,2021-05-25T05:12:23Z,0,0,,True,False,cc-by-4.0
sachinchoolur,sachinchoolur/highcharts,2019-01-14T10:25:05Z,0,0,JavaScript,True,True,other
sachinchoolur,sachinchoolur/jquery-to-javascript-converter,2021-08-24T07:59:06Z,1235,1235,JavaScript,True,True,mit
sachinchoolur,sachinchoolur/jsdelivr,2016-11-06T09:56:59Z,0,0,,True,True,mit
sachinchoolur,sachinchoolur/Justified-Gallery,2021-06-16T06:16:21Z,0,0,,True,False,mit
sachinchoolur,sachinchoolur/ladda-angular,2015-02-26T17:19:54Z,126,126,JavaScript,True,True,mit
sachinchoolur,sachinchoolur/lg-autoplay,2016-09-20T14:04:14Z,0,0,JavaScript,True,True,other
sachinchoolur,sachinchoolur/lg-autoplay.js,2016-08-01T03:33:02Z,0,0,JavaScript,True,True,other
sachinchoolur,sachinchoolur/lg-fullscreen,2016-09-20T14:04:58Z,2,2,JavaScript,True,True,agpl-3.0
sachinchoolur,sachinchoolur/lg-fullscreen.js,2016-08-01T03:27:36Z,6,6,JavaScript,True,True,other
sachinchoolur,sachinchoolur/lg-hash,2016-09-19T11:39:11Z,1,1,JavaScript,True,True,agpl-3.0
sachinchoolur,sachinchoolur/lg-hash.js,2016-08-01T03:21:54Z,0,0,JavaScript,True,True,other
sachinchoolur,sachinchoolur/lg-pager,2016-09-20T13:48:31Z,1,1,JavaScript,True,True,other
sachinchoolur,sachinchoolur/lg-pager.js,2016-08-01T03:16:23Z,3,3,JavaScript,True,True,other
sachinchoolur,sachinchoolur/lg-rotate,2020-08-29T04:41:23Z,2,2,JavaScript,True,True,other
sachinchoolur,sachinchoolur/lg-rotate.js,2020-08-31T10:48:13Z,0,0,JavaScript,True,True,other
sachinchoolur,sachinchoolur/lg-share,2016-09-20T16:48:51Z,5,5,JavaScript,True,True,other
sachinchoolur,sachinchoolur/lg-share.js,2016-08-01T03:09:30Z,1,1,JavaScript,True,True,other
sachinchoolur,sachinchoolur/lg-thumbnail,2016-09-20T04:14:05Z,12,12,JavaScript,True,True,other
sachinchoolur,sachinchoolur/lg-thumbnail.js,2016-08-01T02:20:49Z,8,8,JavaScript,True,True,other
sachinchoolur,sachinchoolur/lg-video,2016-09-20T04:31:24Z,6,6,JavaScript,True,True,other
